,cluster
2998,0
2999,1
3000,1
3001,1
3002,0
3003,0
3004,1
3005,1
3006,0
3007,0
3008,1
3009,1
3010,1
3011,1
3012,1
3013,1
3014,0
3015,1
3016,1
3017,1
3018,0
3019,1
3020,1
3021,0
3022,0
3023,0
3024,1
3025,1
3026,1
3027,1
3028,1
3029,0
3030,0
3031,1
3032,0
3033,0
3034,0
3035,1
3036,1
3037,0
3038,1
3039,1
3040,1
3041,0
3042,1
3043,1
3044,1
3045,0
3046,1
3047,1
3048,1
3049,1
3050,0
3051,0
3052,0
3053,0
3054,0
3055,0
3056,0
3057,0
3058,0
3059,1
3060,1
3061,0
3062,0
3063,0
3064,1
3065,0
3066,0
3067,0
3068,0
3069,0
3070,1
3071,0
3072,0
3073,1
3074,0
3075,0
3076,1
3077,1
3078,0
3079,0
3080,0
3081,0
3082,0
3083,1
3084,1
3085,1
3086,0
3087,1
3088,0
3089,0
3090,1
3091,0
3092,1
3093,1
3094,0
3095,0
3096,1
3097,0
3098,0
3099,0
3100,1
3101,1
3102,1
3103,1
3104,0
3105,0
3106,0
3107,0
3108,1
3109,0
3110,0
3111,0
3112,1
3113,0
3114,0
3115,0
3116,0
3117,1
3118,1
3119,0
3120,0
3121,0
3122,0
3123,0
3124,0
3125,1
3126,1
3127,0
3128,0
3129,1
3130,1
3131,1
3132,1
3133,0
3134,1
3135,1
3136,1
3137,1
3138,0
3139,1
3140,0
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,1
3148,0
3149,0
3150,0
3151,1
3152,0
3153,1
3154,1
3155,1
3156,0
3157,0
3158,0
3159,0
3160,1
3161,1
3162,1
3163,0
3164,1
3165,1
3166,1
3167,1
3168,1
3169,0
3170,1
3171,1
3172,0
3173,1
3174,0
3175,0
3176,0
3177,0
3178,1
3179,0
3180,1
3181,1
3182,0
3183,1
3184,1
3185,0
3186,1
3187,0
3188,1
3189,1
3190,1
3191,1
3192,0
3193,0
3194,0
3195,1
3196,1
3197,0
3198,0
3199,0
3200,1
3201,1
3202,1
3203,0
3204,0
3205,1
3206,0
3207,1
3208,1
3209,0
3210,1
3211,0
3212,0
3213,0
3214,0
3215,0
3216,1
3217,0
3218,1
3219,1
3220,1
3221,1
3222,0
3223,1
3224,1
3225,0
3226,0
3227,0
3228,1
3229,0
3230,1
3231,1
3232,1
3233,0
3234,0
3235,0
3236,1
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,1
3246,1
3247,1
3248,1
3249,0
3250,0
3251,1
3252,0
3253,1
3254,0
3255,1
3256,0
3257,1
3258,1
3259,1
3260,0
3261,1
3262,0
3263,0
3264,1
3265,1
3266,1
3267,1
3268,0
3269,0
3270,1
3271,0
3272,0
3273,0
3274,1
3275,1
3276,0
3277,0
3278,1
3279,0
3280,0
3281,1
3282,0
3283,0
3284,1
3285,0
3286,0
3287,0
3288,1
3289,0
3290,0
3291,1
3292,1
3293,1
3294,1
3295,1
3296,1
3297,0
3298,1
3299,0
3300,0
3301,0
3302,1
3303,1
3304,1
3305,0
3306,1
3307,0
3308,1
3309,0
3310,0
3311,0
3312,1
3313,0
3314,1
3315,0
3316,0
3317,1
3318,0
3319,1
3320,1
3321,0
3322,1
3323,1
3324,0
3325,1
3326,0
3327,0
3328,1
3329,1
3330,0
3331,1
3332,1
3333,1
3334,1
3335,0
3336,1
3337,0
3338,1
3339,0
3340,0
3341,1
3342,0
3343,0
3344,0
3345,1
3346,0
3347,0
3348,1
3349,1
3350,0
3351,0
3352,1
3353,1
3354,0
3355,0
3356,0
3357,1
3358,0
3359,0
3360,0
3361,0
3362,1
3363,0
3364,0
3365,1
3366,1
3367,1
3368,1
3369,0
3370,1
3371,1
3372,0
3373,0
3374,0
3375,1
3376,0
3377,0
3378,1
3379,1
3380,1
3381,0
3382,1
3383,1
3384,0
3385,0
3386,0
3387,0
3388,1
3389,1
3390,0
3391,1
3392,0
3393,0
3394,0
3395,1
3396,1
3397,1
3398,0
3399,0
3400,1
3401,0
3402,0
3403,0
3404,1
3405,1
3406,0
3407,0
3408,0
3409,1
3410,0
3411,0
3412,1
3413,0
3414,1
3415,1
3416,0
3417,0
3418,0
3419,1
3420,1
3421,1
3422,0
3423,0
3424,1
3425,0
3426,1
3427,0
3428,0
3429,1
3430,0
3431,0
3432,0
3433,1
3434,1
3435,1
3436,0
3437,0
3438,1
3439,1
3440,0
3441,0
3442,0
3443,1
3444,0
3445,0
3446,0
3447,0
3448,0
3449,1
3450,1
3451,0
3452,0
3453,1
3454,1
3455,0
3456,0
3457,1
3458,0
3459,0
3460,0
3461,0
3462,1
3463,0
3464,1
3465,1
3466,0
3467,0
3468,1
3469,1
3470,0
3471,0
3472,1
3473,1
3474,1
3475,0
3476,1
3477,0
3478,0
3479,1
3480,0
3481,1
3482,0
3483,0
3484,1
3485,0
3486,0
3487,0
3488,1
3489,1
3490,1
3491,0
3492,1
3493,1
3494,1
3495,1
3496,0
3497,1
3498,1
3499,1
3500,0
3501,0
3502,1
3503,1
3504,0
3505,0
3506,0
3507,0
3508,0
3509,1
3510,1
3511,1
3512,1
3513,0
3514,1
3515,1
3516,1
3517,1
3518,1
3519,0
3520,1
3521,1
3522,1
3523,1
3524,1
3525,1
3526,1
3527,1
3528,1
3529,0
3530,1
3531,1
3532,1
3533,0
3534,1
3535,1
3536,0
3537,1
3538,1
3539,0
3540,0
3541,0
3542,1
3543,0
3544,0
3545,1
3546,0
3547,1
3548,0
3549,0
3550,0
3551,1
3552,0
3553,0
3554,1
3555,1
3556,0
3557,1
3558,0
3559,0
3560,1
3561,0
3562,0
3563,0
3564,1
3565,0
3566,0
3567,1
3568,0
3569,0
3570,0
3571,1
3572,0
3573,0
3574,1
3575,1
3576,1
3577,1
3578,0
3579,1
3580,1
3581,1
3582,1
3583,1
3584,0
3585,0
3586,1
3587,1
3588,1
3589,1
3590,0
3591,0
3592,1
3593,0
3594,1
3595,0
3596,1
3597,1
3598,1
3599,1
3600,1
3601,1
3602,0
3603,1
3604,0
3605,1
3606,1
3607,0
3608,0
3609,0
3610,0
3611,0
3612,0
3613,0
3614,1
3615,1
3616,0
3617,0
3618,0
3619,0
3620,1
3621,1
3622,0
3623,1
3624,0
3625,0
3626,1
3627,1
3628,0
3629,0
3630,1
3631,1
3632,1
3633,1
3634,0
3635,0
3636,1
3637,0
3638,0
3639,0
3640,1
3641,1
3642,1
3643,0
3644,1
3645,0
3646,1
3647,0
3648,0
3649,1
3650,1
3651,0
3652,0
3653,0
3654,0
3655,1
3656,1
3657,0
3658,1
3659,1
3660,0
3661,0
3662,1
3663,0
3664,0
3665,0
3666,0
3667,0
3668,1
3669,1
3670,0
3671,0
3672,0
3673,1
3674,1
3675,0
3676,1
3677,0
3678,1
3679,0
3680,0
3681,0
3682,1
3683,1
3684,1
3685,1
3686,1
3687,0
3688,0
3689,0
3690,0
3691,0
3692,0
3693,1
3694,0
3695,1
3696,0
3697,1
3698,0
3699,0
3700,0
3701,0
3702,0
3703,0
3704,1
3705,0
3706,1
3707,0
3708,0
3709,0
3710,1
3711,1
3712,1
3713,1
3714,1
3715,0
3716,0
3717,1
3718,0
3719,0
3720,0
3721,1
3722,0
3723,1
3724,1
3725,1
3726,1
3727,0
3728,0
3729,1
3730,1
3731,1
3732,0
3733,0
3734,0
3735,1
3736,0
3737,1
3738,1
3739,0
3740,0
3741,0
3742,0
3743,1
3744,0
3745,0
3746,1
3747,1
3748,0
3749,0
3750,1
3751,0
3752,1
3753,1
3754,0
3755,0
3756,1
3757,0
3758,1
3759,0
3760,1
3761,0
3762,1
3763,0
3764,1
3765,0
3766,1
3767,1
3768,0
3769,1
3770,0
3771,1
3772,0
3773,1
3774,0
3775,1
3776,0
3777,1
3778,1
3779,0
3780,0
3781,1
3782,1
3783,0
3784,1
3785,1
3786,1
3787,0
3788,0
3789,0
3790,0
3791,0
3792,1
3793,1
3794,1
3795,0
3796,1
3797,0
3798,0
3799,1
3800,1
3801,1
3802,0
3803,1
3804,1
3805,1
3806,0
3807,0
3808,0
3809,1
3810,1
3811,1
3812,0
3813,0
3814,0
3815,1
3816,0
3817,1
3818,0
3819,0
3820,1
3821,0
3822,1
3823,0
3824,1
3825,1
3826,0
3827,0
3828,1
3829,0
3830,0
3831,1
3832,0
3833,1
3834,0
3835,0
3836,0
3837,0
3838,0
3839,0
3840,1
3841,0
3842,1
3843,1
3844,0
3845,0
3846,1
3847,1
3848,1
3849,1
3850,1
3851,0
3852,0
3853,0
3854,1
3855,1
3856,1
3857,0
3858,1
3859,1
3860,1
3861,1
3862,0
3863,0
3864,1
3865,1
3866,0
3867,1
3868,0
3869,1
3870,0
3871,1
3872,1
3873,1
3874,1
3875,0
3876,0
3877,0
3878,0
3879,0
3880,1
3881,1
3882,0
3883,0
3884,0
3885,1
3886,0
3887,1
3888,1
3889,1
3890,0
3891,1
3892,1
3893,0
3894,1
3895,1
3896,1
3897,1
3898,0
3899,1
3900,0
3901,0
3902,0
3903,1
3904,1
3905,1
3906,1
3907,0
3908,0
3909,1
3910,1
3911,1
3912,1
3913,0
3914,0
3915,0
3916,0
3917,0
3918,1
3919,1
3920,0
3921,1
3922,0
3923,1
3924,0
3925,0
3926,1
3927,0
3928,0
3929,1
3930,1
3931,1
3932,0
3933,0
3934,1
3935,1
3936,1
3937,1
3938,0
3939,1
3940,0
3941,0
3942,1
3943,0
3944,1
3945,1
3946,0
3947,1
3948,0
3949,1
3950,0
3951,1
3952,1
3953,1
3954,0
3955,0
3956,1
3957,1
3958,1
3959,1
3960,0
3961,0
3962,0
3963,1
3964,1
3965,0
3966,1
3967,0
3968,1
3969,0
3970,0
3971,1
3972,1
3973,0
3974,1
3975,0
3976,1
3977,1
3978,1
3979,1
3980,1
3981,1
3982,1
3983,0
3984,1
3985,1
3986,1
3987,0
3988,0
3989,0
3990,1
3991,1
3992,1
3993,1
3994,1
3995,1
3996,1
3997,1
3998,1
3999,0
4000,0
4001,1
4002,1
4003,1
4004,0
4005,1
4006,1
4007,1
4008,0
4009,1
4010,1
4011,1
4012,0
4013,1
4014,1
4015,1
4016,1
4017,1
4018,1
4019,1
4020,1
4021,0
4022,0
4023,1
4024,0
4025,0
4026,0
4027,1
4028,0
4029,1
4030,1
4031,0
4032,1
4033,0
4034,1
4035,0
4036,0
4037,0
4038,1
4039,1
4040,0
4041,1
4042,0
4043,1
4044,1
4045,0
4046,0
4047,1
4048,0
4049,1
4050,1
4051,1
4052,0
4053,0
4054,1
4055,0
4056,1
4057,0
4058,1
4059,0
4060,0
4061,1
4062,0
4063,1
4064,1
4065,0
4066,1
4067,0
4068,1
4069,0
4070,1
4071,0
4072,0
4073,0
4074,0
4075,0
4076,0
4077,1
4078,0
4079,1
4080,0
4081,1
4082,1
4083,1
4084,0
4085,1
4086,1
4087,0
4088,1
4089,0
4090,1
4091,0
4092,1
4093,1
4094,1
4095,0
4096,1
4097,1
4098,0
4099,1
4100,0
4101,1
4102,0
4103,1
4104,1
4105,0
4106,1
4107,0
4108,1
4109,0
4110,0
4111,1
4112,1
4113,1
4114,1
4115,0
4116,1
4117,0
4118,0
4119,0
4120,0
4121,0
4122,0
4123,1
4124,0
4125,1
4126,1
4127,0
4128,0
4129,1
4130,0
4131,0
4132,1
4133,0
4134,0
4135,1
4136,1
4137,0
4138,0
4139,0
4140,0
4141,1
4142,1
4143,0
4144,0
4145,1
4146,1
4147,1
4148,0
4149,1
4150,1
4151,0
4152,1
4153,1
4154,0
4155,1
4156,0
4157,0
4158,0
4159,0
4160,1
4161,0
4162,1
4163,0
4164,1
4165,1
4166,1
4167,0
4168,1
4169,0
4170,0
4171,1
4172,1
4173,1
4174,0
4175,0
4176,1
4177,0
4178,0
4179,0
4180,1
4181,1
4182,0
4183,1
4184,0
4185,0
4186,0
4187,0
4188,1
4189,1
4190,0
4191,1
4192,0
4193,1
4194,0
4195,1
4196,0
4197,1
4198,0
4199,0
4200,1
4201,1
4202,0
4203,0
4204,0
4205,0
4206,1
4207,0
4208,0
4209,0
4210,1
4211,0
4212,0
4213,1
4214,1
4215,1
4216,0
4217,0
4218,1
4219,0
4220,1
4221,0
4222,1
4223,0
4224,0
4225,0
4226,1
4227,1
4228,0
4229,1
4230,0
4231,1
4232,0
4233,1
4234,0
4235,0
4236,1
4237,0
4238,1
4239,1
4240,1
4241,0
4242,0
4243,1
4244,1
4245,1
4246,0
4247,0
4248,0
4249,0
4250,1
4251,0
4252,1
4253,0
4254,0
4255,0
4256,0
4257,1
4258,1
4259,0
4260,0
4261,0
4262,1
4263,1
4264,1
4265,0
4266,1
4267,0
4268,1
4269,0
4270,1
4271,0
4272,0
4273,0
4274,1
4275,0
4276,1
4277,0
4278,0
4279,1
4280,1
4281,0
4282,1
4283,1
4284,1
4285,0
4286,0
4287,0
4288,0
4289,0
4290,1
4291,1
4292,1
4293,1
4294,1
4295,1
4296,0
4297,1
4298,1
4299,0
4300,1
4301,1
4302,1
4303,0
4304,0
4305,0
4306,0
4307,1
4308,1
4309,1
4310,1
4311,1
4312,1
4313,1
4314,1
4315,0
4316,0
4317,0
4318,1
4319,0
4320,1
4321,0
4322,1
4323,1
4324,1
4325,1
4326,1
4327,1
4328,1
4329,0
4330,0
4331,0
4332,1
4333,1
4334,0
4335,0
4336,0
4337,1
4338,0
4339,1
4340,1
4341,1
4342,0
4343,0
4344,0
4345,0
4346,0
4347,1
4348,0
4349,1
4350,1
4351,0
4352,1
4353,1
4354,1
4355,1
4356,1
4357,1
4358,1
4359,1
4360,1
4361,0
4362,1
4363,0
4364,1
4365,1
4366,1
4367,0
4368,0
4369,1
4370,1
4371,0
4372,0
4373,0
4374,1
4375,1
4376,1
4377,1
4378,0
4379,1
4380,1
4381,1
4382,0
4383,1
4384,0
4385,1
4386,1
4387,1
4388,1
4389,0
4390,1
4391,0
4392,0
4393,0
4394,1
4395,1
4396,1
4397,1
4398,1
4399,1
4400,1
4401,1
4402,0
4403,0
4404,1
4405,1
4406,1
4407,1
4408,1
4409,1
4410,1
4411,1
4412,1
4413,0
4414,1
4415,1
4416,0
4417,1
4418,0
4419,0
4420,1
4421,1
4422,0
4423,0
4424,0
4425,0
4426,1
4427,1
4428,1
4429,1
4430,1
4431,0
4432,0
4433,1
4434,1
4435,0
4436,1
4437,1
4438,1
4439,1
4440,0
4441,1
4442,0
4443,0
4444,1
4445,0
4446,0
4447,1
4448,1
4449,1
4450,0
4451,1
4452,0
4453,0
4454,0
4455,1
4456,1
4457,1
4458,1
4459,0
4460,0
4461,1
4462,1
4463,1
4464,1
4465,0
4466,0
4467,1
4468,1
4469,1
4470,0
4471,1
4472,0
4473,1
4474,1
4475,1
4476,0
4477,1
4478,1
4479,1
4480,1
4481,1
4482,1
4483,0
4484,0
4485,0
4486,1
4487,1
4488,0
4489,0
4490,1
4491,0
4492,0
4493,1
4494,1
4495,1
4496,1
4497,1
4498,1
4499,1
4500,1
4501,1
4502,1
4503,1
4504,0
4505,1
4506,0
4507,0
4508,0
4509,0
4510,1
4511,1
4512,0
4513,0
4514,0
4515,1
4516,1
4517,1
4518,0
4519,1
4520,1
4521,0
4522,1
4523,0
4524,0
4525,1
4526,0
4527,1
4528,0
4529,1
4530,1
4531,0
4532,0
4533,1
4534,1
4535,0
4536,1
4537,1
4538,0
4539,1
4540,0
4541,1
4542,0
4543,1
4544,1
4545,0
4546,0
4547,1
4548,0
4549,1
4550,1
4551,0
4552,1
4553,0
4554,0
4555,1
4556,1
4557,0
4558,1
4559,0
4560,0
4561,1
4562,1
4563,0
4564,1
4565,0
4566,0
4567,1
4568,1
4569,0
4570,0
4571,1
4572,0
4573,1
4574,0
4575,1
4576,0
4577,0
4578,1
4579,1
4580,0
4581,1
4582,0
4583,1
4584,0
4585,0
4586,1
4587,0
4588,1
4589,1
4590,1
4591,0
4592,0
4593,1
4594,1
4595,1
4596,1
4597,1
4598,1
4599,1
4600,1
4601,0
4602,1
4603,1
4604,1
4605,1
4606,0
4607,1
4608,1
4609,0
4610,1
4611,0
4612,0
4613,0
4614,1
4615,1
4616,1
4617,1
4618,0
4619,1
4620,0
4621,1
4622,0
4623,0
4624,0
4625,0
4626,1
4627,0
4628,0
4629,1
4630,1
4631,1
4632,0
4633,0
4634,0
4635,1
4636,0
4637,0
4638,0
4639,0
4640,1
4641,0
4642,0
4643,1
4644,0
4645,0
4646,0
4647,0
4648,0
4649,1
4650,1
4651,0
4652,0
4653,1
4654,0
4655,0
4656,0
4657,1
4658,0
4659,0
4660,1
4661,1
4662,1
4663,1
4664,0
4665,0
4666,0
4667,0
4668,0
4669,1
4670,0
4671,1
4672,1
4673,0
4674,0
4675,1
4676,1
4677,1
4678,0
4679,1
4680,0
4681,0
4682,1
4683,1
4684,1
4685,1
4686,0
4687,1
4688,0
4689,0
4690,0
4691,0
4692,0
4693,0
4694,1
4695,0
4696,1
4697,1
4698,1
4699,0
4700,1
4701,1
4702,1
4703,1
4704,1
4705,0
4706,0
4707,1
4708,1
4709,0
4710,0
4711,1
4712,1
4713,0
4714,1
4715,0
4716,1
4717,0
4718,1
4719,0
4720,0
4721,1
4722,0
4723,0
4724,1
4725,1
4726,1
4727,0
4728,0
4729,0
4730,0
4731,1
4732,1
4733,0
4734,0
4735,0
4736,0
4737,1
4738,0
4739,1
4740,0
4741,1
4742,0
4743,1
4744,1
4745,1
4746,0
4747,1
4748,1
4749,1
4750,1
4751,0
4752,1
4753,1
4754,1
4755,1
4756,1
4757,1
4758,1
4759,1
4760,1
4761,0
4762,1
4763,0
4764,0
4765,1
4766,0
4767,1
4768,0
4769,0
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,1
4777,1
4778,1
4779,0
4780,1
4781,0
4782,1
4783,0
4784,0
4785,0
4786,1
4787,1
4788,0
4789,1
4790,0
4791,1
4792,0
4793,0
4794,0
4795,0
4796,0
4797,1
4798,1
4799,1
4800,1
4801,0
4802,0
4803,1
4804,1
4805,0
4806,1
4807,0
4808,1
4809,0
4810,0
4811,0
4812,0
4813,0
4814,1
4815,1
4816,1
4817,1
4818,1
4819,0
4820,0
4821,1
4822,1
4823,1
4824,0
4825,0
4826,0
4827,0
4828,0
4829,1
4830,1
4831,1
4832,1
4833,0
4834,0
4835,1
4836,1
4837,0
4838,0
4839,0
4840,0
4841,1
4842,0
4843,1
4844,0
4845,0
4846,1
4847,0
4848,1
4849,1
4850,0
4851,0
4852,0
4853,0
4854,0
4855,1
4856,0
4857,1
4858,0
4859,1
4860,0
4861,0
4862,0
4863,0
4864,1
4865,0
4866,0
4867,0
4868,0
4869,0
4870,1
4871,1
4872,1
4873,0
4874,0
4875,0
4876,0
4877,1
4878,0
4879,0
4880,0
4881,1
4882,1
4883,1
4884,1
4885,0
4886,0
4887,0
4888,0
4889,0
4890,1
4891,0
4892,1
4893,0
4894,1
4895,1
4896,0
4897,1
4898,1
4899,1
4900,0
4901,1
4902,1
4903,1
4904,1
4905,1
4906,0
4907,1
4908,1
4909,1
4910,0
4911,0
4912,1
4913,0
4914,0
4915,1
4916,0
4917,1
4918,1
4919,0
4920,1
4921,0
4922,1
4923,1
4924,0
4925,0
4926,0
4927,1
4928,0
4929,0
4930,0
4931,0
4932,0
4933,1
4934,0
4935,1
4936,0
4937,1
4938,1
4939,0
4940,1
4941,0
4942,0
4943,1
4944,0
4945,0
4946,1
4947,1
4948,0
4949,1
4950,0
4951,1
4952,0
4953,0
4954,0
4955,1
4956,0
4957,0
4958,1
4959,1
4960,1
4961,0
4962,1
4963,0
4964,1
4965,1
4966,0
4967,0
4968,1
4969,0
4970,0
4971,0
4972,1
4973,0
4974,1
4975,0
4976,0
4977,1
4978,1
4979,0
4980,0
4981,0
4982,0
4983,1
4984,1
4985,1
4986,1
4987,1
4988,1
4989,0
4990,0
4991,0
4992,1
4993,1
4994,1
4995,0
4996,0
4997,0
4998,1
4999,0
5000,1
5001,0
5002,1
5003,0
5004,0
5005,1
5006,1
5007,0
5008,0
5009,1
5010,1
5011,0
5012,0
5013,0
5014,0
5015,1
5016,0
5017,0
5018,0
5019,1
5020,1
5021,0
5022,1
5023,0
5024,1
5025,0
5026,1
5027,0
5028,0
5029,1
5030,1
5031,1
5032,0
5033,0
5034,1
5035,1
5036,0
5037,1
5038,1
5039,0
5040,1
5041,0
5042,0
5043,1
5044,1
5045,1
5046,1
5047,1
5048,1
5049,0
5050,1
5051,0
5052,0
5053,0
5054,0
5055,0
5056,0
5057,1
5058,1
5059,0
5060,1
5061,1
5062,1
5063,0
5064,1
5065,0
5066,0
5067,1
5068,0
5069,0
5070,0
5071,0
5072,0
5073,1
5074,1
5075,1
5076,1
5077,1
5078,1
5079,1
5080,0
5081,0
5082,0
5083,1
5084,1
5085,0
5086,0
5087,0
5088,0
5089,0
5090,1
5091,0
5092,1
5093,1
5094,1
5095,0
5096,0
5097,0
5098,1
5099,1
5100,0
5101,1
5102,0
5103,1
5104,0
5105,0
5106,0
5107,0
5108,0
5109,1
5110,1
5111,0
5112,0
5113,1
5114,1
5115,0
5116,1
5117,1
5118,1
5119,0
5120,1
5121,0
5122,0
5123,0
5124,1
5125,1
5126,1
5127,0
5128,1
5129,1
5130,0
5131,1
5132,0
5133,0
5134,0
5135,1
5136,1
5137,1
5138,0
5139,0
5140,1
5141,1
5142,1
5143,1
5144,0
5145,0
5146,1
5147,1
5148,1
5149,0
5150,1
5151,0
5152,0
5153,1
5154,0
5155,1
5156,1
5157,1
5158,0
5159,0
5160,0
5161,0
5162,0
5163,1
5164,0
5165,0
5166,1
5167,1
5168,0
5169,1
5170,0
5171,1
5172,1
5173,0
5174,1
5175,1
5176,0
5177,1
5178,0
5179,1
5180,0
5181,0
5182,1
5183,0
5184,1
5185,0
5186,1
5187,0
5188,0
5189,0
5190,1
5191,1
5192,0
5193,1
5194,0
5195,1
5196,1
5197,1
5198,0
5199,1
5200,1
5201,0
5202,0
5203,0
5204,1
5205,0
5206,0
5207,1
5208,0
5209,1
5210,1
5211,1
5212,0
5213,1
5214,0
5215,0
5216,1
5217,1
5218,0
5219,1
5220,0
5221,0
5222,1
5223,0
5224,0
5225,1
5226,0
5227,0
5228,1
5229,1
5230,0
5231,1
5232,0
5233,1
5234,1
5235,0
5236,1
5237,0
5238,0
5239,1
5240,1
5241,0
5242,0
5243,0
5244,1
5245,0
5246,1
5247,0
5248,1
5249,0
5250,0
5251,1
5252,0
5253,1
5254,1
5255,1
5256,1
5257,1
5258,0
5259,1
5260,0
5261,0
5262,0
5263,1
5264,1
5265,1
5266,1
5267,0
5268,0
5269,1
5270,0
5271,0
5272,0
5273,1
5274,1
5275,0
5276,1
5277,0
5278,1
5279,1
5280,0
5281,0
5282,1
5283,0
5284,1
5285,1
5286,0
5287,1
5288,0
5289,1
5290,0
5291,1
5292,1
5293,0
5294,0
5295,0
5296,0
5297,1
5298,1
5299,0
5300,1
5301,1
5302,0
5303,1
5304,1
5305,0
5306,0
5307,1
5308,0
5309,1
5310,0
5311,0
5312,1
5313,0
5314,0
5315,0
5316,1
5317,1
5318,1
5319,1
5320,1
5321,0
5322,0
5323,1
5324,0
5325,0
5326,0
5327,0
5328,0
5329,1
5330,1
5331,0
5332,0
5333,1
5334,1
5335,0
5336,0
5337,1
5338,1
5339,1
5340,1
5341,0
5342,1
5343,0
5344,1
5345,1
5346,0
5347,0
5348,0
5349,0
5350,0
5351,0
5352,0
5353,1
5354,0
5355,0
5356,0
5357,0
5358,1
5359,1
5360,0
5361,1
5362,1
5363,0
5364,0
5365,1
5366,1
5367,0
5368,1
5369,1
5370,1
5371,1
5372,0
5373,1
5374,0
5375,0
5376,0
5377,1
5378,1
5379,0
5380,0
5381,1
5382,0
5383,0
5384,1
5385,0
5386,1
5387,0
5388,0
5389,1
5390,0
5391,1
5392,0
5393,1
5394,0
5395,1
5396,1
5397,1
5398,0
5399,0
5400,0
5401,0
5402,0
5403,1
5404,1
5405,1
5406,0
5407,1
5408,1
5409,0
5410,0
5411,0
5412,0
5413,1
5414,0
5415,0
5416,1
5417,1
5418,0
5419,0
5420,1
5421,1
5422,1
5423,0
5424,0
5425,1
5426,0
5427,1
5428,0
5429,1
5430,1
5431,1
5432,1
5433,0
5434,0
5435,1
5436,0
5437,0
5438,1
5439,0
5440,0
5441,1
5442,0
5443,1
5444,0
5445,0
5446,0
5447,0
5448,1
5449,1
5450,0
5451,1
5452,1
5453,1
5454,0
5455,0
5456,1
5457,1
5458,1
5459,0
5460,1
5461,1
5462,1
5463,0
5464,0
5465,1
5466,1
5467,1
5468,0
5469,0
5470,0
5471,1
5472,1
5473,0
5474,0
5475,1
5476,0
5477,0
5478,1
5479,0
5480,1
5481,0
5482,0
5483,1
5484,1
5485,0
5486,0
5487,0
5488,0
5489,1
5490,0
5491,0
5492,0
5493,1
5494,0
5495,1
5496,1
5497,0
5498,0
5499,1
5500,1
5501,0
5502,0
5503,1
5504,1
5505,1
5506,0
5507,0
5508,1
5509,1
5510,1
5511,0
5512,0
5513,0
5514,1
5515,0
5516,0
5517,1
5518,1
5519,1
5520,1
5521,0
5522,1
5523,1
5524,1
5525,1
5526,1
5527,0
5528,1
5529,1
5530,0
5531,1
5532,0
5533,1
5534,0
5535,0
5536,0
5537,1
5538,0
5539,0
5540,1
5541,1
5542,0
5543,1
5544,0
5545,1
5546,1
5547,1
5548,1
5549,0
5550,0
5551,0
5552,1
5553,1
5554,1
5555,1
5556,1
5557,1
5558,0
5559,0
5560,0
5561,1
5562,0
5563,1
5564,0
5565,1
5566,0
5567,1
5568,0
5569,0
5570,0
5571,1
5572,1
5573,1
5574,0
5575,1
5576,1
5577,0
5578,1
5579,1
5580,1
5581,0
5582,1
5583,1
5584,1
5585,1
5586,0
5587,0
5588,1
5589,0
5590,1
5591,0
5592,0
5593,1
5594,0
5595,1
5596,0
5597,1
5598,0
5599,1
5600,1
5601,1
5602,1
5603,0
5604,1
5605,0
5606,0
5607,0
5608,1
5609,0
5610,1
5611,0
5612,0
5613,0
5614,0
5615,0
5616,1
5617,0
5618,1
5619,1
5620,0
5621,1
5622,0
5623,1
5624,1
5625,1
5626,0
5627,1
5628,0
5629,0
5630,0
5631,1
5632,1
5633,0
5634,1
5635,0
5636,1
5637,1
5638,1
5639,0
5640,1
5641,0
5642,0
5643,0
5644,1
5645,1
5646,0
5647,1
5648,1
5649,1
5650,1
5651,0
5652,0
5653,1
5654,0
5655,1
5656,0
5657,1
5658,0
5659,1
5660,1
5661,1
5662,1
5663,1
5664,1
5665,0
5666,0
5667,0
5668,1
5669,0
5670,1
5671,0
5672,0
5673,0
5674,1
5675,0
5676,0
5677,1
5678,0
5679,0
5680,1
5681,1
5682,0
5683,1
5684,1
5685,0
5686,1
5687,0
5688,1
5689,1
5690,0
5691,0
5692,0
5693,1
5694,1
5695,0
5696,1
5697,1
5698,1
5699,0
5700,1
5701,0
5702,0
5703,0
5704,1
5705,0
5706,1
5707,1
5708,1
5709,1
5710,1
5711,0
5712,0
5713,1
5714,0
5715,0
5716,0
5717,1
5718,0
5719,0
5720,0
5721,0
5722,1
5723,0
5724,0
5725,0
5726,0
5727,0
5728,1
5729,1
5730,1
5731,0
5732,1
5733,0
5734,0
5735,1
5736,0
5737,0
5738,1
5739,1
5740,1
5741,0
5742,1
5743,0
5744,1
5745,0
5746,0
5747,1
5748,1
5749,1
5750,1
5751,1
5752,1
5753,0
5754,1
5755,1
5756,1
5757,1
5758,1
5759,0
5760,0
5761,1
5762,0
5763,1
5764,1
5765,1
5766,0
5767,1
5768,0
5769,1
5770,0
5771,0
5772,1
5773,1
5774,1
5775,0
5776,1
5777,1
5778,1
5779,0
5780,1
5781,1
5782,0
5783,1
5784,0
5785,1
5786,0
5787,0
5788,0
5789,1
5790,0
5791,1
5792,1
5793,1
5794,1
5795,0
5796,1
